Timestamp;left_eye_origin.x;left_eye_origin.y;left_eye_origin.z;left_eye_gaze.x;left_eye_gaze.y;left_eye_gaze.z;right_eye_origin.x;right_eye_origin.y;right_eye_origin.z;right_eye_gaze.x;right_eye_gaze.y;right_eye_gaze.z;combined_eye_origin.x;combined_eye_origin.y;combined_eye_origin.z;combined_eye_gaze.x;combined_eye_gaze.y;combined_eye_gaze.z;gaze_distance;Target_position.x;Target_position.y;Target_position.z;Target_rotation.x;Target_rotation.y;Target_rotation.z;Target_rotation.w;Main Camera_position.x;Main Camera_position.y;Main Camera_position.z;Main Camera_rotation.x;Main Camera_rotation.y;Main Camera_rotation.z;Main Camera_rotation.w;messages
41.54113;-0.0298403;0.001863312;-0.02581812;0.2431488;0.08721924;0.9660492;0.03257804;0.003593415;-0.02603273;0.2139435;0.08525085;0.973114;0.001979462;0.002745285;-0.02592752;0.2282867;0.08622742;0.9697571;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2544259;1.284136;3.727254;0.03798193;0.004587201;-0.01240712;0.9991909;
41.55313;-0.02984365;0.001863815;-0.02581569;0.2434998;0.08712769;0.9659729;0.0325789;0.003596024;-0.02603273;0.2137299;0.08485413;0.9731903;0.001952637;0.002746155;-0.02592624;0.228363;0.08598328;0.9697571;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2544128;1.28411;3.727291;0.03798576;0.004470726;-0.01248062;0.9991903;
41.56524;-0.02984673;0.001866959;-0.02581226;0.2432251;0.08743286;0.9660187;0.0325793;0.003601807;-0.02603273;0.2136536;0.08377075;0.9732971;0.001965058;0.002751023;-0.02592461;0.2281799;0.08558655;0.9698334;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2543256;1.284071;3.727273;0.03803527;0.004337963;-0.01242164;0.9991898;
41.57652;-0.02984726;0.001867722;-0.02580745;0.2437134;0.08699036;0.9659271;0.03257953;0.003602555;-0.02603273;0.2135925;0.08529663;0.973175;0.002012802;0.002753113;-0.02592243;0.2283783;0.08613586;0.9697418;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.254251;1.284056;3.727278;0.03814572;0.00411297;-0.01243857;0.9991863;
41.58719;-0.02984761;0.001868607;-0.02580557;0.2433014;0.08657837;0.9660645;0.03257965;0.003606766;-0.02603497;0.2139282;0.08462524;0.9731598;0.002088333;0.002757797;-0.02592293;0.228302;0.08558655;0.9698181;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2541806;1.284035;3.727251;0.03830472;0.003934311;-0.01245554;0.9991808;
41.59889;-0.02984766;0.001868897;-0.02580374;0.2433167;0.08642578;0.9660797;0.03258231;0.003606857;-0.02603502;0.2140045;0.08459473;0.9731445;0.002072708;0.002757523;-0.025922;0.228363;0.08551025;0.9698029;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2541243;1.284041;3.727273;0.03839896;0.003733322;-0.01240369;0.9991785;
41.61063;-0.02984766;0.001869583;-0.02580249;0.2433777;0.08518982;0.9661713;0.03258371;0.003607849;-0.02603502;0.2131805;0.08288574;0.9734802;0.002030441;0.002757157;-0.02592123;0.2279816;0.08401489;0.9700165;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2540941;1.283993;3.727287;0.03842207;0.003467819;-0.01241345;0.9991785;
41.62132;-0.02984766;0.001869888;-0.02580115;0.2435608;0.08518982;0.9661255;0.03258725;0.003611237;-0.02603502;0.2129974;0.08158875;0.9736328;0.001844391;0.0027538;-0.02591986;0.2280731;0.08337402;0.9700623;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2540285;1.283958;3.727332;0.03842388;0.003316501;-0.01240618;0.9991791;
41.63248;-0.02984761;0.00186998;-0.02580037;0.2440338;0.085495;0.9659882;0.03258774;0.003613037;-0.02603502;0.2140808;0.0813446;0.9734192;0.001737991;0.002751785;-0.02591908;0.2288971;0.08340454;0.9698639;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2539747;1.283948;3.727288;0.03853031;0.003088363;-0.01241685;0.9991755;
41.64342;-0.02984757;0.001870804;-0.02579961;0.2444763;0.08448792;0.9659576;0.03258803;0.00361467;-0.02603502;0.2141876;0.08123779;0.9734039;0.001669876;0.002751099;-0.02591844;0.2292175;0.08285522;0.9698334;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.253896;1.283931;3.727293;0.03847392;0.002840245;-0.01242565;0.9991783;
41.65506;-0.0298475;0.00187114;-0.02579523;0.2457428;0.0844574;0.9656372;0.03258954;0.003619736;-0.02603497;0.2158966;0.08032227;0.9730988;0.00102652;0.002735794;-0.02591377;0.2310181;0.08242798;0.9694366;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2538213;1.283912;3.727289;0.03852567;0.002632484;-0.01243305;0.9991768;
41.66688;-0.02984726;0.001873245;-0.02579344;0.2463074;0.08406067;0.9655304;0.03258962;0.00362172;-0.02603366;0.2164764;0.08125305;0.9728851;0.001743637;0.002757919;-0.02591499;0.2312317;0.08265686;0.9693756;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.253753;1.283907;3.727275;0.03850454;0.00241507;-0.01235123;0.9991792;
41.67794;-0.02984604;0.001876373;-0.02579009;0.2467499;0.0847168;0.9653625;0.03259212;0.003623307;-0.02603366;0.2171326;0.08334351;0.9725647;0.001818008;0.002762299;-0.02591362;0.2317657;0.08403015;0.9691315;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2535576;1.283836;3.727251;0.03848733;0.001624875;-0.01224927;0.9991827;
41.68894;-0.02984372;0.00187825;-0.02578885;0.2472839;0.08451843;0.9652405;0.032596;0.003627976;-0.02603366;0.2176514;0.08285522;0.9724884;0.00190007;0.002767792;-0.02591332;0.232254;0.0836792;0.9690399;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2535352;1.283904;3.727249;0.0384592;0.001615975;-0.01219087;0.9991845;
41.69952;-0.02984146;0.001881058;-0.02578885;0.2470551;0.08534241;0.9652252;0.03259772;0.003631363;-0.02603366;0.217453;0.0827179;0.9725494;0.001904816;0.002770981;-0.02591333;0.2320251;0.08401489;0.9690704;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2534496;1.283921;3.727264;0.03838209;0.001508903;-0.01198578;0.9991902;
41.71065;-0.0298412;0.001881256;-0.02578885;0.2478638;0.08578491;0.9649811;0.03259924;0.003634644;-0.02603366;0.2185059;0.08244324;0.9723358;0.001862503;0.00277153;-0.02591315;0.2329865;0.08409119;0.9688263;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2533826;1.283951;3.727259;0.03843105;0.001251193;-0.01187386;0.99919;
41.72181;-0.02983806;0.001884186;-0.02578885;0.2485046;0.08702087;0.9647064;0.03260274;0.003639328;-0.02603366;0.2178192;0.081604;0.9725647;0.001697525;0.002770615;-0.02591249;0.2330322;0.08428955;0.9687958;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2533094;1.283895;3.727273;0.03838556;0.001051065;-0.01180253;0.9991928;
41.73358;-0.02983749;0.001884598;-0.02578885;0.2490997;0.0869751;0.9645538;0.03260478;0.003642929;-0.02603636;0.2174225;0.08097839;0.972702;0.001527481;0.002767807;-0.02591318;0.2332153;0.08396912;0.9687805;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2532365;1.283904;3.727237;0.03847601;0.0009291153;-0.01177115;0.9991898;
41.74463;-0.0298358;0.001887161;-0.02578885;0.2488708;0.08651733;0.9646606;0.03260614;0.003646988;-0.02603638;0.2176361;0.081604;0.9725952;0.001192322;0.002761643;-0.02591185;0.2333832;0.08407593;0.9687347;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2531237;1.28392;3.727205;0.03851765;0.0007462669;-0.01170485;0.9991891;
41.75618;-0.02983225;0.001889877;-0.02578987;0.2498169;0.08668518;0.9644012;0.03261359;0.003649384;-0.02603673;0.2171936;0.08119202;0.9727325;0.001165482;0.00276329;-0.0259124;0.2336578;0.08396912;0.9686737;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2530508;1.283926;3.72716;0.0387522;0.0006025191;-0.01169644;0.9991803;
41.76834;-0.02983067;0.001889877;-0.02578987;0.2495422;0.08665466;0.9644775;0.03261662;0.003649582;-0.02603746;0.2171783;0.08119202;0.9727325;0.001125916;0.002762207;-0.02591261;0.2335358;0.08395386;0.9687042;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2530052;1.283974;3.727142;0.0386856;0.0004178099;-0.01144047;0.9991859;
41.77972;-0.02982814;0.001889877;-0.02578987;0.250061;0.08688354;0.9643097;0.03262326;0.003650864;-0.02603853;0.2177277;0.08106995;0.9726257;0.001168533;0.002763916;-0.02591329;0.2340546;0.08401489;0.9685822;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529635;1.283948;3.727145;0.0387088;0.0002093427;-0.01132246;0.9991864;
41.7897;-0.02982597;0.001889877;-0.02578987;0.250885;0.08673096;0.9641113;0.0326288;0.003651016;-0.02603867;0.2183228;0.08151245;0.9724579;0.001299347;0.002767563;-0.02591387;0.2346954;0.08415222;0.9684143;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529263;1.28397;3.727124;0.03866556;0.0000909232;-0.01119305;0.9991896;
41.79973;-0.02982541;0.001889877;-0.02578987;0.2519531;0.08728027;0.9637909;0.03263252;0.003651261;-0.02604053;0.22052;0.08129883;0.9719696;0.001287964;0.002767319;-0.02591473;0.2363281;0.08430481;0.9680023;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529084;1.283974;3.727119;0.03866304;-0.0000787601;-0.01097875;0.9991921;
41.8106;-0.02982414;0.001889877;-0.02578885;0.2517242;0.08691406;0.9638824;0.03263628;0.003652344;-0.02604102;0.2197266;0.08119202;0.972168;0.001281387;0.002767594;-0.02591443;0.2358246;0.08407593;0.9681396;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2528492;1.283983;3.727122;0.03860116;-0.0001118742;-0.01076999;0.9991967;
41.82276;-0.02982253;0.001888458;-0.02578725;0.252243;0.08569336;0.9638519;0.03264198;0.003651261;-0.02604135;0.2208405;0.08131409;0.9719086;0.001293915;0.002766602;-0.02591382;0.2366333;0.08351135;0.9679871;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2528234;1.284001;3.727113;0.03841082;-0.0002496131;-0.01072484;0.9992045;
41.83335;-0.02981845;0.001888306;-0.0257867;0.2524567;0.08518982;0.9638367;0.0326464;0.003651093;-0.02604154;0.2204285;0.08093262;0.9720306;0.001565857;0.002773987;-0.02591473;0.2364044;0.08306885;0.9680939;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2528064;1.284045;3.727063;0.03841889;-0.0003450364;-0.01064389;0.9992051;
41.84554;-0.02981307;0.001887009;-0.02578528;0.2531281;0.08511353;0.9636688;0.03265435;0.003650238;-0.02604398;0.2203522;0.08088684;0.9720459;0.001450592;0.00276947;-0.02591475;0.2367554;0.08300781;0.9680023;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2527664;1.284063;3.727023;0.03816281;-0.0003539734;-0.01064429;0.9992148;
41.85726;-0.02980844;0.001886078;-0.02578458;0.251297;0.0851593;0.9641418;0.03265702;0.003650238;-0.02604639;0.2208862;0.08108521;0.9719086;0.001447876;0.002768814;-0.02591559;0.2361145;0.08312988;0.9681549;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2527134;1.284111;3.726945;0.03806946;-0.0002561323;-0.01065463;0.9992183;
41.86904;-0.02980528;0.001885468;-0.02578209;0.2519531;0.0844574;0.964035;0.03266058;0.003650238;-0.02604657;0.2201843;0.0813446;0.9720459;0.001462631;0.002768845;-0.02591448;0.236084;0.082901;0.9681854;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.252656;1.284101;3.726916;0.03784648;-0.0002872571;-0.0107703;0.9992255;
41.88044;-0.02980307;0.001883164;-0.02577788;0.2518311;0.08255005;0.9642334;0.03266283;0.003650131;-0.02604987;0.2206573;0.08001709;0.9720612;0.001616577;0.002771927;-0.02591467;0.2361755;0.08128357;0.9682922;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2526309;1.284128;3.726895;0.03777145;-0.0002175681;-0.01071176;0.999229;
41.89159;-0.02980171;0.001882584;-0.02577506;0.2519226;0.08255005;0.9642029;0.03266329;0.00364772;-0.02605068;0.2208099;0.08009338;0.9720154;0.001532272;0.002768021;-0.02591332;0.2363434;0.08132935;0.9682465;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2526659;1.284153;3.726847;0.03783548;-0.0001290254;-0.01065141;0.9992272;
41.9026;-0.02980008;0.001882248;-0.02577492;0.2516174;0.08233643;0.9643097;0.03266582;0.003647293;-0.02605068;0.2202454;0.07980347;0.972168;0.001604508;0.002769623;-0.02591355;0.2358704;0.08106995;0.9683838;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2526619;1.284162;3.726798;0.03771107;-0.0000307858;-0.0104613;0.999234;
41.91484;-0.02979685;0.001881744;-0.02577138;0.2511749;0.08233643;0.9644165;0.03266899;0.003646835;-0.02605068;0.2195892;0.07769775;0.9724884;0.001731094;0.002772629;-0.02591234;0.23526;0.08000183;0.9686279;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2527673;1.284132;3.726808;0.03766438;-0.0000290275;-0.01037753;0.9992366;
41.9261;-0.02979685;0.001878616;-0.02576822;0.250885;0.08282471;0.9644623;0.03266942;0.003646835;-0.02605068;0.219223;0.07759094;0.97258;0.001803909;0.002773132;-0.0259111;0.2348938;0.08018494;0.9687042;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2527857;1.284127;3.726766;0.03753562;0.0001381729;-0.01026296;0.9992426;
41.93784;-0.02979685;0.001875168;-0.02576383;0.2493439;0.08268738;0.9648743;0.03267116;0.003646195;-0.02605068;0.219162;0.07455444;0.9728241;0.001926529;0.002774552;-0.02590949;0.2340546;0.0785675;0.9690399;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2528377;1.284134;3.726774;0.0374174;0.0001227874;-0.0101414;0.9992483;
41.9499;-0.02979685;0.001875168;-0.02576344;0.2493286;0.08229065;0.9649048;0.03267244;0.003645813;-0.02605068;0.2186432;0.07458496;0.9729462;0.002006073;0.002776596;-0.02590967;0.2337341;0.07836914;0.9691315;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.252875;1.284127;3.726779;0.03737458;0.0002499986;-0.01021947;0.9992491;
41.96265;-0.02979685;0.001875168;-0.0257614;0.2483368;0.08149719;0.9652252;0.03267244;0.0036456;-0.02604881;0.2183075;0.07461548;0.9730072;0.002042725;0.002777527;-0.02590788;0.2330627;0.07800293;0.9693146;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2528844;1.284149;3.726775;0.03729235;0.0003835354;-0.01032855;0.9992509;
41.97324;-0.02979685;0.001875153;-0.0257603;0.2480621;0.0816803;0.9652863;0.03267244;0.0036456;-0.02604805;0.2183075;0.0745697;0.9730225;0.00199231;0.002776093;-0.02590674;0.2329559;0.07807922;0.9693451;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529026;1.28418;3.726768;0.03725704;0.0004765224;-0.01046459;0.9992508;
41.98508;-0.02979962;0.001874786;-0.02576024;0.2490692;0.08210754;0.9649963;0.03267244;0.0036456;-0.026048;0.2183075;0.07496643;0.9729919;0.001876206;0.00277266;-0.02590614;0.2335052;0.07849121;0.9691772;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529269;1.284225;3.726695;0.03723364;0.0006071404;-0.01053837;0.9992508;
41.99614;-0.02980611;0.001873352;-0.02575548;0.2492371;0.08291626;0.9648743;0.03267157;0.003616303;-0.02604041;0.2179871;0.07981873;0.9726715;0.001269119;0.002740265;-0.0258972;0.2337189;0.08139038;0.9688873;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.25292;1.284243;3.726687;0.03719175;0.0006109141;-0.01054748;0.9992523;
42.00722;-0.02980612;0.001873306;-0.02575433;0.2491913;0.08287048;0.9648895;0.03267116;0.003614838;-0.02603992;0.2172546;0.07978821;0.9728394;0.00118544;0.002737183;-0.025896;0.2333832;0.0813446;0.9689636;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.252921;1.284301;3.726663;0.03713022;0.0006910507;-0.01056742;0.9992543;
42.01954;-0.02980934;0.001873032;-0.02575302;0.2498627;0.0821991;0.9647827;0.03266933;0.003614502;-0.02603926;0.216156;0.0799408;0.9730682;0.00128212;0.002739639;-0.02589546;0.2331238;0.08108521;0.9690552;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.252932;1.284292;3.726706;0.03710259;0.0006970856;-0.01058742;0.9992551;
42.03074;-0.02981571;0.001873032;-0.0257502;0.2498322;0.08218384;0.9647827;0.03266763;0.003613052;-0.02603885;0.2158813;0.08009338;0.973114;0.001275024;0.002738846;-0.02589383;0.2329712;0.0811615;0.9690857;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529704;1.284297;3.726678;0.03717421;0.0007589124;-0.01064816;0.9992518;
42.0415;-0.02981664;0.001872925;-0.02574924;0.2497864;0.08221436;0.964798;0.03266682;0.003612839;-0.02603858;0.215744;0.07969666;0.973175;0.001328903;0.002740204;-0.02589346;0.2328644;0.08096313;0.9691315;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529997;1.284288;3.726667;0.03712816;0.0007781088;-0.01071582;0.9992527;
42.05404;-0.02981683;0.001865448;-0.02574843;0.2491608;0.08340454;0.964859;0.03266489;0.003612427;-0.0260362;0.2158051;0.07951355;0.973175;0.001466782;0.002740143;-0.0258925;0.2324982;0.08146667;0.969162;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529572;1.284303;3.726629;0.03708368;0.0008773133;-0.01079762;0.9992535;
42.0645;-0.02981749;0.001864746;-0.02574695;0.2490082;0.08352661;0.9648895;0.03266444;0.003609634;-0.02603537;0.2155914;0.08030701;0.9731598;0.001655106;0.002743668;-0.02589223;0.2322235;0.08190918;0.9691925;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529762;1.284304;3.726616;0.03706757;0.000886621;-0.01097756;0.9992521;
42.07578;-0.0298188;0.001864395;-0.02574619;0.2493896;0.08363342;0.9647827;0.03266428;0.003609634;-0.02603339;0.2147675;0.08015442;0.9733582;0.00171283;0.002745117;-0.02589113;0.2319489;0.08189392;0.9692688;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2529854;1.284316;3.726603;0.03706519;0.0009601936;-0.01105389;0.9992512;
42.08678;-0.02981902;0.001864349;-0.02574353;0.2476654;0.08467102;0.9651337;0.03266326;0.003609634;-0.02603255;0.2145081;0.08013916;0.9734192;0.001623856;0.00274263;-0.02588898;0.2310181;0.08241272;0.9694366;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2530149;1.284314;3.726583;0.03701356;0.0009624194;-0.01122174;0.9992513;
42.09824;-0.02982331;0.001863754;-0.02573988;0.2464905;0.0839386;0.9654999;0.03266;0.003609634;-0.02603136;0.2151794;0.07910156;0.9733582;0.001524201;0.002739655;-0.02588611;0.2308044;0.08151245;0.969574;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2530781;1.284275;3.726594;0.03699663;0.001013026;-0.01128499;0.9992511;
42.10847;-0.02982527;0.001863754;-0.02573754;0.2456512;0.08380127;0.9657135;0.03265903;0.003609634;-0.02603043;0.2152557;0.07920837;0.9733276;0.001596237;0.002741715;-0.02588481;0.2303925;0.08149719;0.9696655;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2531194;1.284233;3.726551;0.03694417;0.001035981;-0.01134938;0.9992524;
42.12078;-0.02982839;0.001863678;-0.02573364;0.2458344;0.08390808;0.9656677;0.03265756;0.003609634;-0.02602794;0.2154236;0.07929993;0.9732819;0.001779923;0.002746872;-0.02588251;0.2304688;0.08158875;0.969635;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2531502;1.284237;3.726548;0.03697897;0.001173256;-0.011319;0.9992512;
42.1334;-0.02983025;0.001863052;-0.02573232;0.2461853;0.08398438;0.9655609;0.03265753;0.003610581;-0.02602638;0.2154236;0.08041382;0.9731903;0.001757187;0.00274643;-0.02588097;0.2306671;0.0821991;0.9695435;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2531802;1.28421;3.726557;0.03695657;0.00121369;-0.01138124;0.9992514;
42.1449;-0.02983106;0.001863678;-0.02572539;0.2457886;0.08392334;0.9656677;0.03265702;0.003613175;-0.02602239;0.2132263;0.0823822;0.9735107;0.001752869;0.00274794;-0.02587551;0.2293701;0.0831604;0.9697723;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2531504;1.284241;3.726565;0.03693445;0.001365066;-0.01141142;0.9992517;
42.15794;-0.02983121;0.001863678;-0.02572492;0.2458191;0.08392334;0.9656677;0.03265646;0.003615341;-0.02602164;0.2129059;0.08192444;0.9736176;0.001668518;0.002746689;-0.0258745;0.2292633;0.08293152;0.9698181;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2530996;1.284266;3.726571;0.03697988;0.001279866;-0.01140887;0.9992501;
42.1694;-0.02983176;0.001863678;-0.02572304;0.2459412;0.08387756;0.9656372;0.03265611;0.00361705;-0.02602016;0.2134705;0.08158875;0.973526;0.001636765;0.002746674;-0.02587267;0.2296143;0.08273315;0.9697418;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.253088;1.284286;3.726604;0.0369282;0.001370747;-0.01141921;0.9992518;
42.18147;-0.02983341;0.001863052;-0.02572023;0.245575;0.08372498;0.965744;0.03265561;0.003623078;-0.02601668;0.2131805;0.08039856;0.9736938;0.001605728;0.002748551;-0.02586937;0.2293091;0.08206177;0.9698792;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2530895;1.284332;3.726576;0.03698231;0.001369555;-0.01136729;0.9992504;
42.19358;-0.02983451;0.001863007;-0.02572017;0.2463379;0.08374023;0.9655457;0.0326556;0.003625061;-0.02601666;0.213028;0.07995605;0.9737549;0.001568298;0.00274849;-0.02586917;0.2296295;0.08184814;0.9698181;0;0.8590723;1.295322;6.197625;0;0.9200426;0;-0.3918184;0.2531103;1.284309;3.726624;0.03696678;0.001349589;-0.01132557;0.9992514;
